patch_name,gt_sci_res2_norm,pred_sci,is_true_hard,pred_above_tau,oracle_above_tau,baseline_dice,frozen_dice,delta_dice_frozen_vs_baseline,baseline_recall,frozen_recall,delta_recall_frozen_vs_baseline,sample_id,fov_ratio,vessel_area,skeleton_len,junction_count,endpoint_count,component_count,endpoint_eff,topo_density,sci_topo_norm,group
36_y192_x0.png,0.5589815378189087,0.6408663988113403,False,True,False,0.7651549179831391,0.7778730712784173,0.012718153295278256,0.6865431048626663,0.7308622020075568,0.04431909714489046,36,0.882019,1241.0,474.0,8.0,23.0,7.0,9.0,0.0425105476263597,0.3983378708362579,pred_only
36_y192_x64.png,0.5307239294052124,0.5355876088142395,False,False,False,0.7718832898810236,0.7977386941025795,0.025855404221555855,0.7054545411790634,0.7696969650321396,0.06424242385307621,36,1.0,1650.0,650.0,10.0,29.0,9.0,11.0,0.0397692301573964,0.4161846935749054,neither
36_y192_x128.png,0.5655413866043091,0.5407496690750122,False,False,False,0.8143851513503911,0.8214971214107565,0.007111970060365347,0.7774086335691659,0.8294573597482982,0.052048726179132254,36,1.0,1806.0,706.0,11.0,31.0,10.0,11.0,0.0401558067966599,0.4112538695335388,neither
36_y192_x192.png,0.5530785918235779,0.5556672215461731,False,False,False,0.7730518479569952,0.7668547675472089,-0.006197080409786282,0.7540884266863209,0.7819503283952131,0.027861901708892134,36,1.0,1651.0,671.0,9.0,28.0,9.0,10.0,0.0365126671160556,0.4336768388748169,neither
36_y192_x256.png,0.45233413577079773,0.5619259476661682,False,False,False,0.7734288870633163,0.7648817619872744,-0.008547125076041828,0.7183819727681414,0.7204301038380435,0.0020481310699020927,36,1.0,1953.0,656.0,7.0,21.0,8.0,5.0,0.029344511747797,0.2934013307094574,neither
36_y192_x320.png,0.34948432445526123,0.5911608934402466,False,False,False,0.8137034263223221,0.7803439808836757,-0.03335944543864633,0.7755004729480435,0.7569113405294978,-0.01858913241854565,36,1.0,2098.0,595.0,6.0,15.0,5.0,5.0,0.0231092433090883,0.186141237616539,neither
36_y192_x384.png,0.3994360566139221,0.5850545167922974,False,False,False,0.8807938374712184,0.8496664958316232,-0.031127341639595185,0.8639856535246269,0.84836065356465,-0.015624999959976904,36,1.0,3904.0,733.0,18.0,17.0,2.0,13.0,0.032810367901632,0.0021506235934793,neither
36_y192_x437.png,0.5238466262817383,0.7162048816680908,False,True,False,0.8837653480439763,0.8521024010450956,-0.031662946998880726,0.8397718412243406,0.8327715819736282,-0.0070002592507123484,36,0.819275,3857.0,635.0,16.0,17.0,2.0,13.0,0.0347244089019778,0.0,pred_only
36_y256_x0.png,0.60186368227005,0.6587375402450562,True,True,True,0.7745713100185223,0.778309410772291,0.0037381007537686806,0.7101226939407769,0.7484662519289398,0.03834355798816291,36,0.903198,1304.0,532.0,7.0,18.0,6.0,6.0,0.0312030069322743,0.4278923869132995,both
36_y256_x64.png,0.5731769800186157,0.5385894179344177,False,False,False,0.8003778343816819,0.812610489650529,0.012232655268847092,0.7389534840758518,0.8017441813852083,0.06279069730935649,36,1.0,1720.0,691.0,14.0,30.0,8.0,14.0,0.0425470326693627,0.4348636865615845,neither
36_y256_x128.png,0.5993478894233704,0.5462116003036499,True,False,False,0.7695445283156203,0.7807017550729896,0.011157226757369298,0.7004950451702039,0.7710395991891114,0.07054455401890747,36,1.0,1616.0,690.0,9.0,32.0,12.0,8.0,0.0410144921592102,0.4780448973178863,neither
36_y256_x192.png,0.5283802151679993,0.5704672336578369,False,False,False,0.7230460932944044,0.7302904574489232,0.00724436415451879,0.6303284372443855,0.6764500302134868,0.046121592969101344,36,1.0,1431.0,600.0,5.0,32.0,13.0,6.0,0.0418333326361111,0.4655770063400268,neither
36_y256_x256.png,0.5275992155075073,0.5800438523292542,False,False,False,0.7118983966848316,0.7058437304470002,-0.006054666237831352,0.6145412543881059,0.6203115948048956,0.005770340416789699,36,1.0,1733.0,679.0,7.0,23.0,8.0,7.0,0.0293814428662526,0.3960451781749725,neither
36_y256_x320.png,0.4755246341228485,0.5967495441436768,False,False,False,0.7342968323115708,0.7186788162907779,-0.015618016020792935,0.6934383165698776,0.6624671881235318,-0.030971128446345864,36,1.0,1905.0,676.0,8.0,16.0,5.0,6.0,0.0238165676950211,0.3207306861877441,neither
36_y256_x384.png,0.4565361738204956,0.5733798742294312,False,False,False,0.8479313686897311,0.8275201753145669,-0.02041119337516417,0.8410650539635876,0.8303595914620927,-0.010705462501494845,36,1.0,3643.0,809.0,18.0,18.0,3.0,12.0,0.0311495669820819,0.0722994059324264,neither
36_y256_x437.png,0.5837335586547852,0.7059398889541626,True,True,False,0.8752660708453724,0.8532376089282927,-0.022028461917079745,0.8493527930340049,0.851005230374538,0.0016524373405331083,36,0.841125,3631.0,715.0,16.0,17.0,3.0,11.0,0.0319580415110763,0.0207722336053848,pred_only
36_y320_x64.png,0.5158075094223022,0.5437875986099243,False,False,False,0.8375000004062501,0.8441155410739664,0.006615540667716302,0.7565492287418734,0.7985546486063475,0.04200541986447415,36,1.0,2214.0,743.0,17.0,20.0,3.0,14.0,0.0335127855516448,0.2985371053218841,neither
36_y320_x128.png,0.5325851440429688,0.5394808053970337,False,False,False,0.820791311557302,0.8406150845969855,0.019823773039683523,0.7436738484363924,0.8069353289272008,0.06326148049080837,36,1.0,2134.0,753.0,13.0,19.0,5.0,9.0,0.029415670260084,0.3250764608383178,neither
36_y320_x192.png,0.47288087010383606,0.5505017638206482,False,False,False,0.8306724725915036,0.845289938470571,0.014617465879067426,0.7703005797653629,0.8272768020310596,0.05697622226569665,36,1.0,2229.0,721.0,10.0,17.0,3.0,11.0,0.0233703186772493,0.262098491191864,neither
36_y320_x256.png,0.5154318809509277,0.5619091391563416,False,False,False,0.7694822894564516,0.7900912652148859,0.020608975758434345,0.704942582601385,0.7563654480461036,0.051422865444718635,36,1.0,2003.0,724.0,10.0,18.0,4.0,10.0,0.0248618781096425,0.3342906236648559,neither
36_y320_x320.png,0.5095484852790833,0.5554776787757874,False,False,False,0.7649106526690401,0.7761816501942038,0.011270997525163695,0.7416741640788741,0.7538253791457002,0.012151215066826149,36,1.0,2222.0,754.0,13.0,14.0,2.0,10.0,0.023872678728479,0.2922801375389099,neither
36_y320_x384.png,0.4770621955394745,0.5438234210014343,False,False,False,0.8367509142636291,0.8271049777839898,-0.009645936479639294,0.8194271456431284,0.83032378321817,0.010896637575041668,36,0.996033,3212.0,812.0,14.0,14.0,2.0,10.0,0.0233990144901599,0.1263958513736724,neither
36_y384_x64.png,0.4727380573749542,0.5503284335136414,False,False,False,0.8635658918254111,0.8685199101715003,0.004954018346089217,0.7874646522739648,0.8171536248013495,0.02968897252738467,36,0.929504,2122.0,585.0,10.0,15.0,2.0,11.0,0.0262393157907809,0.1744401901960373,neither
36_y384_x128.png,0.37237367033958435,0.5383230447769165,False,False,False,0.8900656642870882,0.9054026083514746,0.015336944064386349,0.8607128190876164,0.8959442814586469,0.035231462371030475,36,1.0,2441.0,643.0,10.0,16.0,3.0,10.0,0.0256609638310892,0.1497678756713867,neither
36_y384_x192.png,0.4024381637573242,0.5322402715682983,False,False,False,0.905775076146952,0.9163241822845237,0.010549106137571762,0.8869047589718757,0.9216269810792758,0.03472222210740006,36,1.0,3024.0,720.0,11.0,15.0,2.0,11.0,0.0227083330179398,0.0964856594800949,neither
36_y384_x256.png,0.4169646203517914,0.5298131704330444,False,False,False,0.8966177410711268,0.8985462420375097,0.0019285009663828623,0.8748443310247686,0.9044209187284529,0.02957658770368432,36,1.0,3212.0,739.0,14.0,18.0,3.0,12.0,0.0286874150380593,0.0862807109951973,neither
36_y384_x320.png,0.3773297071456909,0.5254453420639038,False,False,False,0.8803858522823379,0.8899475942671945,0.009561741984856598,0.8659076506454533,0.8861480047876407,0.02024035414218739,36,0.999329,3162.0,693.0,11.0,15.0,2.0,11.0,0.0235930732526252,0.0592474751174449,neither
36_y384_x384.png,0.5169488787651062,0.5601794719696045,False,False,False,0.8635990142489749,0.8741987182007237,0.010599703951748807,0.8166278134552143,0.8477078444144994,0.031080030959285132,36,0.855469,2574.0,602.0,8.0,18.0,5.0,8.0,0.027906976280615,0.0932183116674423,neither
36_y448_x192.png,0.5195604562759399,0.4653141498565674,False,False,False,0.887859875401933,0.8894259820958188,0.0015661066938857937,0.8736133087416271,0.87480189827733,0.0011885895357028886,36,0.901917,2524.0,639.0,8.0,12.0,3.0,6.0,0.0205007821517874,0.1240301206707954,neither
36_y448_x256.png,0.5448848605155945,0.46734508872032166,False,False,False,0.8907899528744267,0.8903890568655373,-0.0004008960088894842,0.8764326616173614,0.8975644666992676,0.021131805081906152,36,0.88385,2792.0,665.0,11.0,13.0,1.0,11.0,0.0223308267318672,0.0962746515870094,neither
36_y456_x192.png,0.5272297859191895,0.47433364391326904,False,False,False,0.8864075587579825,0.8871662362464121,0.0007586774884296155,0.871989856899071,0.8702999540756232,-0.0016899028234478308,36,0.839417,2367.0,605.0,8.0,12.0,3.0,6.0,0.0216528922040844,0.1300320029258728,neither
36_y456_x256.png,0.5373483300209045,0.4765535593032837,False,False,False,0.8888033861315826,0.8875471700234959,-0.001256216108086683,0.8759954460523494,0.891922635980574,0.015927189928224617,36,0.82135,2637.0,633.0,11.0,13.0,1.0,11.0,0.0234597152691988,0.1011384651064872,neither
38_y64_x64.png,0.16684897243976593,0.48064565658569336,False,False,False,0.8159354522645716,0.8060548731974697,-0.009880579067101936,0.8314491178679433,0.8756423342688352,0.04419321640089191,38,0.812744,973.0,272.0,3.0,5.0,1.0,3.0,0.0148897053349373,0.1687398850917816,neither
38_y64_x128.png,0.21497221291065216,0.43901199102401733,False,False,False,0.8368105177570434,0.8352973421888261,-0.0015131755682172843,0.8418631348944041,0.8763657223900764,0.034502587495672254,38,0.986206,1739.0,440.0,5.0,9.0,2.0,5.0,0.0187499995738636,0.1218679472804069,neither
38_y64_x192.png,0.2639303505420685,0.44055843353271484,False,False,False,0.7991718431698451,0.8071928076743436,0.008020964504498518,0.7700748091268089,0.8059850333866083,0.035910224259799395,38,1.0,2005.0,517.0,7.0,12.0,2.0,8.0,0.0218568661149542,0.1346823871135711,neither
38_y64_x256.png,0.3067835569381714,0.42794662714004517,False,False,False,0.8067765572189183,0.8144836839193481,0.007707126700429834,0.7827632128708875,0.8094180328324387,0.02665481996155128,38,1.0,2251.0,569.0,9.0,13.0,2.0,9.0,0.0239894547629269,0.1269745081663131,neither
38_y64_x320.png,0.4226480722427368,0.4260851740837097,False,False,False,0.8485273494941666,0.844965189599312,-0.003562159894854644,0.8548216147833924,0.8788413956946612,0.024019780911268884,38,0.967651,2831.0,656.0,10.0,10.0,1.0,8.0,0.0195121948245092,0.0805830582976341,neither
38_y128_x64.png,0.4240243136882782,0.4359560012817383,False,False,False,0.7483870979337,0.7552447563144896,0.006857658380789666,0.7237076584339781,0.7700534690726073,0.04634581063862919,38,0.994751,1122.0,488.0,7.0,11.0,2.0,7.0,0.0224385241303581,0.4605582654476166,neither
38_y128_x128.png,0.5096588730812073,0.4532497525215149,False,False,False,0.7778774296625488,0.7913838896683862,0.01350646000583744,0.7563953444395619,0.7796511582578421,0.023255813818280235,38,1.0,1720.0,674.0,9.0,14.0,3.0,8.0,0.0219584566475006,0.3845422565937042,neither
38_y128_x192.png,0.530053973197937,0.4572427570819855,False,False,False,0.7979712599366627,0.7990644273887638,0.0010931674521010848,0.8023799370914579,0.7985550327303228,-0.0038249043611351397,38,1.0,2353.0,794.0,13.0,13.0,3.0,7.0,0.0232367755259851,0.287905216217041,neither
38_y128_x256.png,0.4705254137516022,0.442440927028656,False,False,False,0.8313725493502498,0.8247904895248674,-0.0065820598253824025,0.8531187088405685,0.8515090508993599,-0.0016096579412085976,38,1.0,2485.0,753.0,11.0,12.0,3.0,6.0,0.0213811418143274,0.2210964262485504,neither
38_y128_x320.png,0.4345861077308655,0.42675530910491943,False,False,False,0.8263198167055856,0.8156892615847501,-0.01063055512083555,0.8385093135151035,0.8315217359024777,-0.006987577612625806,38,1.0,2576.0,727.0,9.0,13.0,3.0,7.0,0.0198762033029408,0.1796771138906479,neither
38_y128_x384.png,0.4835343062877655,0.46581941843032837,False,False,False,0.8449669363042367,0.826890278813402,-0.018076657490834647,0.8450911203847997,0.8550852414606548,0.009994121075855067,38,0.973572,3402.0,772.0,13.0,10.0,1.0,8.0,0.0204663209784155,0.0719277709722518,neither
38_y192_x0.png,0.4684774875640869,0.6139294505119324,False,True,False,0.5852749339676148,0.6721854331772729,0.0869104992096581,0.49841269050138587,0.6444444342151677,0.14603174371378186,38,0.852173,630.0,306.0,1.0,14.0,6.0,2.0,0.0300653584945961,0.5606994032859802,pred_only
38_y192_x64.png,0.5202934145927429,0.49248170852661133,False,False,False,0.7322611176335803,0.7385892128234706,0.006328095189890304,0.6991869855538665,0.7235772292359781,0.024390243682111623,38,1.0,1107.0,533.0,7.0,17.0,5.0,7.0,0.0289868662479012,0.5515478253364563,neither
38_y192_x128.png,0.6629345417022705,0.5157866477966309,True,False,True,0.7004933061998121,0.728094576745151,0.027601270545338896,0.6752717345429909,0.7112771690809975,0.03600543453800653,38,1.0,1472.0,713.0,8.0,26.0,9.0,8.0,0.0319775591588,0.5620099902153015,oracle_only
38_y192_x192.png,0.5797283053398132,0.5428174734115601,False,False,False,0.7244318191603983,0.7490320318583878,0.02460021269798951,0.7239176669700662,0.7551454878981868,0.031227820928120598,38,1.0,1409.0,634.0,9.0,25.0,9.0,7.0,0.0369873811200728,0.5118324756622314,neither
38_y192_x256.png,0.48489996790885925,0.5184699892997742,False,False,False,0.781857452189138,0.7855153210810748,0.0036578688919367552,0.7621052578097877,0.7915789418134811,0.029473684003693434,38,1.0,1425.0,570.0,9.0,26.0,10.0,6.0,0.043157893979686,0.4326423406600952,neither
38_y192_x320.png,0.4953831136226654,0.48050200939178467,False,False,False,0.7509749310557802,0.7681081087348429,0.01713317767906275,0.6909277258281511,0.7283444350161741,0.03741670918802298,38,1.0,1951.0,691.0,11.0,20.0,5.0,10.0,0.0296671486299978,0.3278751075267792,neither
38_y192_x384.png,0.52259761095047,0.5909414291381836,False,False,False,0.8025458854314004,0.790717419285811,-0.011828466145589411,0.7915328444042836,0.8157664209758644,0.02423357657158076,38,1.0,3425.0,893.0,18.0,17.0,3.0,11.0,0.0278275472807665,0.1468513458967209,neither
38_y192_x437.png,0.6693263649940491,0.7072257995605469,True,True,True,0.7939204294532552,0.7816636480679063,-0.012256781385348914,0.7780373809052646,0.8192172873270522,0.04117990642178759,38,0.832031,3424.0,826.0,18.0,21.0,1.0,19.0,0.0298426146508158,0.110037088394165,both
38_y256_x0.png,0.4415484666824341,0.6473438739776611,False,True,False,0.7279151967498657,0.7412814295110995,0.013366232761233832,0.6809917242811285,0.7553718883409606,0.07438016405983205,38,0.87439,605.0,294.0,2.0,12.0,5.0,2.0,0.0295918357281688,0.560211181640625,pred_only
38_y256_x64.png,0.6138442754745483,0.5353565216064453,True,False,True,0.7101576194826723,0.7257383977816945,0.015580778299022158,0.6780936398152706,0.7190635391382647,0.04096989932299411,38,1.0,1196.0,595.0,10.0,24.0,8.0,8.0,0.0391596632074006,0.5978384613990784,oracle_only
38_y256_x128.png,0.7239670157432556,0.5467485189437866,True,False,True,0.7242611246370214,0.72599681108135,0.0017356864443285325,0.7065906165615297,0.7211660283829783,0.014575411821448614,38,1.0,1578.0,779.0,13.0,29.0,8.0,13.0,0.0360077017200551,0.5853369832038879,oracle_only
38_y256_x192.png,0.6093800663948059,0.5642620921134949,True,False,True,0.7479417360736488,0.7501557640182064,0.002214027944557606,0.7008902035555478,0.7145400551065872,0.013649851551039482,38,1.0,1685.0,733.0,11.0,21.0,5.0,11.0,0.0284447472244918,0.4709444940090179,oracle_only
38_y256_x256.png,0.5898274779319763,0.5491499900817871,True,False,False,0.7189542495140757,0.7320574173362941,0.013103167822218431,0.6465833898120251,0.6745040361902717,0.02792064637824654,38,1.0,1361.0,628.0,7.0,26.0,11.0,4.0,0.0372611459034849,0.5323064923286438,neither
38_y256_x320.png,0.5001923441886902,0.5040479898452759,False,False,False,0.739287870430634,0.7789291888919713,0.03964131846133723,0.6932654176951589,0.7657045797073878,0.07243916201222889,38,1.0,1767.0,659.0,11.0,19.0,7.0,5.0,0.0330045518512207,0.3673395216464996,neither
38_y256_x384.png,0.4730948209762573,0.5654613971710205,False,False,False,0.7878581176878272,0.7941410606684587,0.0062829429806314785,0.7825203225524379,0.8448509456475238,0.06233062309508597,38,1.0,2952.0,793.0,12.0,19.0,5.0,9.0,0.0266708697771643,0.1611377298831939,neither
38_y256_x437.png,0.5487027764320374,0.7010186910629272,False,True,False,0.8115737476860025,0.795094031406224,-0.01647971627977851,0.8462104457460984,0.8944076493951153,0.04819720364901692,38,0.857605,2718.0,644.0,11.0,17.0,3.0,11.0,0.0277173908739535,0.0992115661501884,pred_only
38_y320_x64.png,0.5224047303199768,0.5151363611221313,False,False,False,0.7963863801376428,0.797920728401817,0.0015343482641742012,0.7801225270243531,0.8359428125531463,0.055820285528793145,38,1.0,1469.0,620.0,10.0,18.0,5.0,8.0,0.0303225801560874,0.4514111876487732,neither
38_y320_x128.png,0.600751519203186,0.5017135143280029,True,False,True,0.8314166874690074,0.8166270788203633,-0.014789608648644093,0.8320274200194544,0.841821739266299,0.009794319246844596,38,1.0,2042.0,801.0,15.0,19.0,3.0,13.0,0.0281523092615192,0.3949429392814636,oracle_only
38_y320_x192.png,0.5934650301933289,0.4613584280014038,True,False,False,0.8154877788979283,0.8084210530349031,-0.007066725863025258,0.7821576731030802,0.7966804946195829,0.014522821516502749,38,1.0,2410.0,864.0,15.0,17.0,3.0,11.0,0.025289351559151,0.3295255899429321,neither
38_y320_x256.png,0.5860111117362976,0.4412282705307007,True,False,False,0.8067573139539406,0.8154593285806165,0.008702014626675969,0.7621642632846856,0.7843518848409813,0.022187621556295722,38,1.0,2569.0,876.0,16.0,21.0,3.0,15.0,0.0276826480858145,0.3006212413311004,neither
38_y320_x320.png,0.4529966413974762,0.4352036416530609,False,False,False,0.8459556932063271,0.8519324078100512,0.005976714603724065,0.827620964960951,0.8555107498134719,0.027889784852520805,38,1.0,2976.0,770.0,16.0,14.0,2.0,10.0,0.027272726918536,0.1423001736402511,neither
38_y320_x384.png,0.3934449553489685,0.4308137595653534,False,False,False,0.8306316381020465,0.8349073105370631,0.0042756724350165864,0.7974955248747924,0.8540250416671733,0.05652951679238094,38,0.998352,2795.0,692.0,11.0,14.0,1.0,12.0,0.0219653176016572,0.1145733669400215,neither
38_y384_x64.png,0.4133622646331787,0.5095103979110718,False,False,False,0.8725195433778727,0.8695156698874198,-0.0030038734904529463,0.877797937823364,0.9231699883655778,0.045372050542213826,38,0.92218,1653.0,495.0,4.0,11.0,3.0,5.0,0.0176767673196612,0.2097630202770233,neither
38_y384_x128.png,0.3732798993587494,0.4432068467140198,False,False,False,0.8924793231535308,0.8925373136333259,5.799047979504479e-05,0.9159099845404264,0.9443347771640948,0.02842479262366837,38,1.0,2533.0,655.0,8.0,15.0,4.0,7.0,0.0228244271324514,0.1371677964925766,neither
38_y384_x192.png,0.4333854615688324,0.3916056156158447,False,False,False,0.8881819629581963,0.8813820763822581,-0.006799886575938219,0.9044379627326272,0.9254940041286231,0.021056041395995928,38,1.0,3087.0,752.0,14.0,19.0,3.0,13.0,0.028656914512541,0.1135801821947097,neither
38_y384_x256.png,0.4857900142669678,0.37626904249191284,False,False,False,0.882414152099875,0.8775954699033026,-0.0048186821965723325,0.8983050820269216,0.9146489076433144,0.016343825616392804,38,1.0,3304.0,828.0,19.0,20.0,2.0,16.0,0.0315217387497374,0.1306399703025818,neither
38_y384_x320.png,0.3951992392539978,0.3894108831882477,False,False,False,0.8844795697251058,0.8773983741830921,-0.007081195542013696,0.9068965485969084,0.9303448243781213,0.02344827578121289,38,0.999939,2900.0,690.0,15.0,18.0,3.0,12.0,0.0321739125771896,0.1057073175907135,neither
38_y384_x384.png,0.4080515205860138,0.5131924152374268,False,False,False,0.8517392777719038,0.8707778126099232,0.019038534838019316,0.8274278160929933,0.92191600444937,0.09448818835637673,38,0.872009,1524.0,437.0,5.0,16.0,5.0,6.0,0.0299771160188302,0.2003700733184814,neither
38_y448_x192.png,0.46165594458580017,0.3978172540664673,False,False,False,0.8772398019877243,0.8758339513049779,-0.0014058506827464567,0.9192968401146749,0.9440671156849095,0.02477027557023459,38,0.911743,2503.0,581.0,12.0,13.0,1.0,11.0,0.0272805503049819,0.0890471562743187,neither
38_y448_x256.png,0.49173349142074585,0.39130091667175293,False,False,False,0.8692968925076111,0.855268726501759,-0.014028166005852105,0.9025171583408825,0.9249427875288658,0.022425629187983298,38,0.898499,2185.0,577.0,10.0,14.0,2.0,10.0,0.0259965333449474,0.1514304876327514,neither
38_y456_x192.png,0.476721853017807,0.4116092324256897,False,False,False,0.8744241941229237,0.877343750239563,0.002919556116639299,0.9160721740827856,0.9425094379248449,0.026437263842059244,38,0.849243,2383.0,550.0,11.0,14.0,2.0,10.0,0.0290909085619834,0.0881527811288833,neither
38_y456_x256.png,0.4951851963996887,0.4066741466522217,False,False,False,0.8635812942486522,0.8516189148576313,-0.01196237939102085,0.8995456794571142,0.9227662749986558,0.023220595541541655,38,0.835999,1981.0,539.0,9.0,14.0,3.0,8.0,0.027458255520255,0.1688004583120346,neither
